,Author,Title,Headline,Label
259,Chaim Gartenberg,TikTok influencer Addison Rae will star in Miramax s gender swapped She s All That remake,TikTok s second most popular user Addison Rae Easterling has been cast as the lead role in a new gender swapped version of teen romantic comedy She s All That titled He s All That set to be directed by Mark Waters,Gender_14-24
260,Justine Calma,Why violence against women environmental defenders is undercounted,Gender based violence against women environmental activists is often overlooked so researchers set out to find out how many women have been killed,Gender_14-24
261,Heather Dockray,The most dangerous gender reveal parties,Please do not attempt a gender reveal party without taking the proper safety precautions Or maybe just don t do one at all The past two years have brought us multiple stories of people whose gender reveal parties have gone horribly wrong Maybe the part,Gender_14-24
262,Katie Berohn,How to fix gender based pay discrimination,Recently a male friend of mine got a new job He s getting paid a good salary and he didn t even need to negotiate for it But while talking to one of his new female coworkers who has been working there longer has more experience and is older than him,Gender_14-24
263,Siobhan Neela Stock,Mattel releases line of gender inclusive dolls,Move over Barbie There s a newer more inclusive doll to play with On Wednesday Mattel released a line of customizable gender inclusive dolls called Creatable World The dolls which cost don t carry traditional feminine or masculine traits In,Gender_14-24
264,Joel Kahn,Nonbinary People Share Their Advice on Coming Out,Everyone has a different coming out experience While there s no perfect how to guide for announcing your sexual orientation or gender identity we spoke to some members of the nonbinary community to share their advice and experiences Read more,Gender_14-24
265,Kate Clark,Female founders have brought in just of US VC this year yes again,All female founding teams have raised of U S VC so far this year mixed gender teams have raised about,Gender_14-24
266,https www facebook com bbcnews,Vatican issues guidance questioning modern gender identity,The document speaks of an educational crisis in the church when teaching sexuality and gender,Gender_14-24
267,Kevin Hurler,Authorities Investigating Couple Who Dyed Waterfall Blue for Gender Reveal,The gender reveal trend strikes again A couple in Brazil is facing scrutiny after a viral video on Instagram showed them revealing the gender of their baby by dying a waterfall blue Brazil s environment authority is now investigating the incident according,Gender_14-24
268,Megan Rose Dickey,Lyft commits to closing wage gaps across race and gender,Ahead of Equal Pay Day on April Lyft is committing to conducting yearly equal pay audits to ensure there are no pay discrepancies across race and gender Last year Lyft said it found pay discrepancies for less than percent of its employees and spent a,Gender_14-24
269,https www facebook com bbcnews,How pop is blurring the gender lines,From Ariana Grande to Harry Styles pop is reflecting new attitudes towards sexuality,Gender_14-24
270,Johnny Lieu,An online map lets people log instances of gender inequality,Out and about you ve likely experienced gender inequality in your urban environment There might be a lack of female or gender diverse bathrooms at a stadium or a lack of baby changing facilities accessible to men or something like bad pram access SEE ALS,Gender_14-24
271,https www facebook com bbcnews,Portugal s president vetoes legal gender change law,The law would have allowed those from the age of to change their legal gender without a medical test,Gender_14-24
272,Morgan Sung,This Alien cake is the only good gender reveal,Congrats it s a parasitic alien Gender reveal parties are exhaustingly overdone from starting wildfires to nearly killing Grandpa the heteronormative announcements can backfire beautifully Twitter user mskittenfish posted a video of a rare gender revea,Gender_14-24
273,Walter Thompson,What motivates innovative entrepreneurs Money or altruism,To be truly inclusive of gender culture and background we must be intentional in how we inspire and support entrepreneurs We must speak to both instincts the hero and the helper,Gender_14-24
274,Story by Reuters,New Zealand passes law banning conversion therapy,New Zealand s parliament on Tuesday near unanimously passed a legislation that bans practices intended to forcibly change a person s sexual orientation gender identity or gender expression known as conversion therapy,Gender_14-24
275,Cameron Faulkner,Logitech s new gender inclusive PC gaming accessories come with the pink tax,Logitech has announced the pricey colorful Aurora collection of PC gaming accessories launching in August It features a wireless headset wireless and wired keyboards as well as a wireless mouse,Gender_14-24
276,Dami Lee,Snapchat s gender swap filter used to take down police officer looking for underage hookup,A year old South Bay college student used Snapchat s gender swap filter to catch a police officer looking to hook up with an underage teen girl on Tinder,Gender_14-24
277,Josh Ocampo,How the Trump Administration s Supreme Court Filing Could Harm LGBTQ Workers,This month the Trump Administration opposed protections for LGBTQ workers in the U S arguing that existing laws should not cover discrimination on the basis of gender identity and sexual orientation Their reasoning That an act passed in did not exp,Gender_14-24
278,Megan Rose Dickey,Google spent about K to close pay gaps across race and gender,Google says there are currently no statistically significant pay gaps at the company across race and gender This is based on the company s most recent pay analysis where it looked at unexplained pay discrepancies based on gender and race and then made adj,Gender_14-24
279,Natasha Pinon,Airline to swap ladies and gentlemen for gender inclusive greeting,Buh bye to gendered airline greetings EasyJet a low cost European airline has reportedly advised its in flight crews to refrain from using the standard ladies and gentlemen greeting when welcoming passengers The inclusive change follows a tweet from an,Gender_14-24
280,Anna Lee Beyer,How to Talk to Your Kids About LGBTQ Issues,This post is part of our Big Talks series a guide to helping parents navigate the most important conversations they ll have with their kids Read more here Read more,Gender_14-24
281,Catherine Shu,Former COO sues Pinterest accusing it of gender discrimination retaliation and wrongful termination,Pinterest s former chief operating officer has filed a lawsuit accusing the company of gender discrimination Fran oise Brougher who says she was abruptly fired from the company in April is suing the company to hold it accountable for discrimination retal,Gender_14-24
282,Sean O Kane,Uber s gender discrimination problems are the focus of a federal investigation,The government s Equal Employment Opportunity Commission has been digging into gender inequity at Uber since last August according to a new Wall Street Journal report,Gender_14-24
283,Ed Cara,Male Physicist Claims Women Are Worse at Physics at CERN Gender Bias Talk,This weekend a prominent Italian physicist Alessandro Strumia lectured fledging women scientists at CERN about the dangers of gender equality and cultural Marxism within science argued that women can t be as good at physics as men and complained that t,Gender_14-24
284,Rachel Thompson,Gender may be the biggest cause of hate crime against women new data shows,Gender may have been the motivation for over half the hate crimes reported by women in a new data analysis has revealed Despite the prevalence of this category of hate crime crimes motivated by gender are currently not recorded or acted on as hate c,Gender_14-24
285,https www facebook com bbcnews,Why are fewer women using AI than men,The use of artificial intelligence appears to have a significant gender imbalance,Gender_14-24
286,Sam Blum,The Challenges Transgender Athletes Face Off the Field,For the most part there are no overarching rules or national legal precedents governing whether transgender athletes can compete across various sports in their true gender as opposed to the one they were assigned at birth An exception is the National Coll,Gender_14-24
287,UBS,Why do women invest less than men,Gender equality is the topic du jour from the gender wage gap to gender bias in the workplace people are discussing the issues like never before and it s about time But one iteration of gender equality hasn t received the attention it deserves and truly,Gender_14-24
288,James Vincent,Microsoft to retire controversial facial recognition tool that claims to identify emotion,Microsoft is retiring a number of facial analysis tools used to identify emotion gender and age It s part of an overhaul of the company s AI ethics standards which will introduce tighter limits on who has access to its services,Gender_14-24
289,Grace Huckins,Trans People s Mental Health Is Being Weaponized Against Them,A proposed emergency rule in Missouri directly attacked the medical autonomy of trans adults,Gender_14-24
290,Beth Skwarecki on Vitals shared by Beth Skwarecki to Lifehacker,How to Help Trans Children According to Pediatricians,The American Academy of Pediatrics recently released a new policy statement about how to support children and teens who identify as transgender or who fall under an umbrella they call gender diverse Read more,Policy_14-24
291,Nick Douglas,I m Teresa Younger President of the Ms Foundation for Women and This Is How I Work,At the Ms Foundation for Women we believe in a just and safe world where power and possibility are not limited by gender race class sexual orientation gender identity disability or age says foundation president and CEO Teresa Younger quoting the fe,Policy_14-24
292,Elizabeth Yuko,What Trump s New Policy Means for Trans Healthcare,Last week two black trans women were murdered Friday June marked the fourth anniversary of the Pulse nightclub shooting during which people were shot and killed at an LGBTQ venue in Orlando Friday was also the day the Trump administration announced,Policy_14-24
293,Sam Blum,The Challenges Transgender Athletes Face Off the Field,For the most part there are no overarching rules or national legal precedents governing whether transgender athletes can compete across various sports in their true gender as opposed to the one they were assigned at birth An exception is the National Coll,Policy_14-24
294,Meredith Dietz,How to Change the Gender on Your Driver s License,You carry your ID with you wherever you go It s only right that your primary identity document reflects your gender identity Well as best an ID can it s not always easy or accurate to sum an individual up in an F M or a gender neutral X And for ma,Policy_14-24
295,https www facebook com bbcnews,Sweden ditches feminist foreign policy,The new foreign minister said the label had become more important than its content,Policy_14-24
296,Igor Bonifacic,A former Rivian executive sues the automaker for gender discrimination,Electric transport startup Rivian has been sued by one of its former employees Per The Wall Street Journal Laura Schwab an executive who was a vice president of sales and marketing at the automaker until last month filed a gender discrimination complain,Policy_14-24
297,Rob LeFebvre,Twitter is making excuses for allowing hate speech,Twitter sure is having a hard time explaining and enforcing its policies around hate speech Earlier this week the company responded to Trump s retweet of violent anti Muslim propaganda telling Engadget that some videos may remain up if they are newsworthy,Policy_14-24
298,Patrick Allan,How to Get Around OkCupid s Stupid New Real Name Policy,Online dating service OkCupid made two big changes to their platform recently one of which involving usernames In short you can no longer hide behind AIM like screen names akin to HoneyBabe quot or StudddMuffin That s right they want real names n,Policy_14-24
299,Igor Bonifacic,Google unwittingly allowed advertisers to discriminate against nonbinary people,An investigation by The Markup has found that Google inadvertently allowed advertisers to discriminate against nonbinary and some transgender people An oversight on the company s ads dashboard allowed employers and landlords to prevent people of unknown gen,Policy_14-24
300,Ed Cara,Leading U S Science Organization Overhauls Its Policy on Sexual Harassment,The scientific world like so many industries is finally reckoning with widespread sexual and gender based harassment within its ranks This week a number of prominent organizations and groups have pledged to take concrete steps to deter and punish scientis,Policy_14-24
301,https www facebook com bbcnews,Trump signs new transgender military ban,The policy scraps his blanket ban but bars those who have undergone gender transition from serving,Policy_14-24
302,Kate Clark,Women s co working space The Wing adjusts membership policy to allow all genders,The decision comes amid a M lawsuit alleging discrimination in The Wing s membership policy,Policy_14-24
303,Megan Rose Dickey,Pinterest s M settlement highlights tech s inequities say former employees who alleged discrimination,When Ifeoma Ozoma and Aerica Shimizu Banks formerly of Pinterest s policy team alleged racial and gender discrimination at Pinterest in June the hope was for Pinterest to make them whole and address its culture of alleged discrimination Ozoma told TechCru,Policy_14-24
304,Jess Weatherbed,Twitter made it easier to harass transgender users,Twitter quietly removed a piece of its Hateful Conduct Policy that protects transgender users from targeted deadnaming and misgendering,Policy_14-24
305,Natasha Lomas,Index on gender in VC It should be half,European VC firm Index Capital is just over two decades old and has companies in its investment portfolio at this point but it s still got work to do on the gender balance front Read More,Policy_14-24
306,Zoe Schiffer,Pinterest settles gender discrimination lawsuit brought by former COO,Pinterest and former COO Fran oise Brougher will jointly contribute million to philanthropies supporting women in tech as part of the agreement,Policy_14-24
307,Sarah Perez,Twitter says it will now ask everyone for feedback about its policy changes starting today,Twitter says it s going to change the way it creates rules regarding the use of its service to also now include community feedback Previously the company followed its own policy development process including taking input from its Trust and Safety Council a,Policy_14-24
308,Jay Peters,Twitter now bans dehumanizing remarks based on age disability and disease,Expanding policy updates around dehumanizing hate speech,Policy_14-24
309,Jon Fingas,Spotify pulls R Kelly from playlists as part of new conduct policy,Spotify has implemented a new policy that drops promotion of musicians involved hateful conduct and there s already one artist in the crosshairs The streaming service told Billboard that it has pulled R Kelly s music from its own playlists including the,Policy_14-24
310,Louise Matsakis,Twitter Releases New Policy on Dehumanizing Speech,The social network is also soliciting public feedback for the first time in updating its rules,Policy_14-24
311,Zoe Schiffer,Pinterest employees stage virtual walkout to protest discrimination,Organizing on Slack and Blind Pinterest employees called for solidarity with three high profile women who ve recently accused the company of racial and gender discrimination,Policy_14-24
312,Igor Bonifacic,YouTube bans Richard Spencer and David Duke over hate speech,YouTube has banned the accounts of multiple high profile alt right figures including David Duke Richard Spencer and Stefan Molyneux According to The Verge the company says the channels associated with those figures violated its policies against hate speec,Policy_14-24
313,https www facebook com bbcnews,Chinese birth rate falls to lowest since PRC was formed,At the same time China s population hit billion in but the gender imbalance remains,Policy_14-24
314,https www facebook com bbcnews,Trump asks US court for review of transgender military ban,The Supreme Court is being asked to immediately review legal challenges to the policy this term,Policy_14-24
315,Rachel Kraus,Google got rid of Smart Compose pronouns because humans are sexist,Unlike a lot of email signatures these days Gmail doesn t specify its preferred pronoun To avoid perpetuating gender bias Gmail stopped its Smart Compose text prediction feature which provides likely ends of sentences and other phrases for Gmail user,Policy_14-24
316,Jon Fingas,Federal study shows face recognition accuracy varies by gender and race,Researchers have studied the potential for bias in facial recognition algorithms before but now it s the US government s turn to weigh in The National Institute of Standards and Technology has published a study indicating demographic differentials in the,Policy_14-24
317,Katie Berohn,How to fix gender based pay discrimination,Recently a male friend of mine got a new job He s getting paid a good salary and he didn t even need to negotiate for it But while talking to one of his new female coworkers who has been working there longer has more experience and is older than him,Policy_14-24
318,Taylor Hatmaker,Facebook s longtime head of policy and comms steps down,A prominent figure that helped shape Facebook public perception over the course of the last decade is on the way out In a Facebook post today Elliot Schrage vice president of communications and public policy announced his departure Schrage joined the com,Policy_14-24
319,Vicki Shabo,Opinion Staying on the job while pregnant just got a little bit easier,Over the past three years several catalytic events should have opened the door to new permanent policy investments in families and a re writing of rules to promote fairness and gender racial and economic equity,Policy_14-24
320,Shoshana Wodinsky,Instagram Finally Issues a Complete Ban on Conversion Therapy Content,Speaking with the BBC on Friday Instagram s public policy director for Europe said that the company will be altering its tactics for dealing with any posts related to conversion therapy While the platform has condemned ads for conversion therapy services fo,Policy_14-24
321,Julia Alexander,YouTube bans Stefan Molyneux David Duke Richard Spencer and more for hate speech,YouTube has banned several prominent creators for white supremacist content and hate speech including Stefan Molyneux David Duke and Richard Spencer The move comes after a policy update in,Policy_14-24
322,Aaron Sankin,YouTube Said It Was Getting Serious About Hate Speech Why Is It Still Full of Extremists,Last month YouTube announced a site wide change to its hate speech policy saying it would no longer tolerate videos promoting Nazism white supremacy or any other content alleging that a group is superior in order to justify discrimination segregation or,Policy_14-24
323,Devan Cole and Veronica Stracqualursi CNN,Tennessee legislature passes bill requiring some businesses to post signs indicating inclusive bathroom policy,Tennessee is a step away from requiring some businesses in the state to post signs indicating that they allow transgender and other non binary people to use the bathroom in their establishment that matches their gender identity a policy LGBTQ advocates say i,Policy_14-24
324,https www facebook com bbcnews,Afghanistan Taliban announce new rules for female students,Students will be segregated by gender and have to observe an Islamic dress code,Policy_14-24
325,Chase DiBenedetto,Biden announces end to transgender military ban,President Joe Biden signed an executive order Monday morning overturning the Trump era ban on openly transgender Americans serving in the military The executive order immediately prohibits involuntary separations discharges and denials of reenlistment or,Policy_14-24
326,Kris Holt,Meta s Oversight Board calls for more inclusive rules on adult nudity,Meta s Oversight Board has overruled the company s takedowns of two Instagram posts showing a transgender and non binary couple with bare chests and covered nipples One of the images was posted in and the other last year In the captions the couple,Policy_14-24
327,Gianluca Mezzofiore,Far right personalities around the world are feeling the impact of Twitter s new verification policy,Twitter has changed its verified profiles policy saying it will strip the blue checkmark from accounts that don t follow the new guidelines SEE ALSO Twitter is removing verification checkmarks from accounts that break its rules And its impact is now being,Policy_14-24
328,Madeline Holcombe CNN,Georgia school district reverses transgender friendly bathroom policy after death threats,A Georgia school district has reversed its transgender friendly bathroom policy after board members staff and students were threatened the school board said in a news release,Policy_14-24
329,Sarah Perez,YouTube s tougher harassment policy aims to address hate speech veiled threats and repeat offenders,In YouTube CEO Susan Wojcicki s quarterly letter last month the exec said the company was working to develop a new harassment policy Today YouTube is sharing the results of those efforts with the release of an updated policy which now takes a stronger stan,Policy_14-24
330,Jon Fingas,Ads on Facebook are spreading misinformation about anti HIV drugs,While many are focused on Facebook s unwillingness to curb false political ads there appears to be another misinformation campaign going unchecked The Guardian and GLAAD have noted that personal injury law firms continue to run Facebook ads making false cla,Policy_14-24
331,Jon Fingas,GLAAD Social media platforms don t do enough to protect LGBTQ users,Social networks still aren t doing much to safeguard LGBTQ people against abuse according to GLAAD Bloombergnotes the media monitoring organization has published its second ever Social Media Safety Index and has given failing scores to Facebook Instagram,Policy_14-24
332,Johnny Lieu,An online map lets people log instances of gender inequality,Out and about you ve likely experienced gender inequality in your urban environment There might be a lack of female or gender diverse bathrooms at a stadium or a lack of baby changing facilities accessible to men or something like bad pram access SEE ALS,Policy_14-24
333,https www facebook com bbcnews,Gavin Grimm trans bathroom lawsuit backed by federal judge,Gavin Grimm who has been fighting his former high school s policy for years says he feels relief,Policy_14-24
334,Josh Constine,Facebook s new policy Supreme Court could override Zuckerberg,A real check to Facebook CEO Mark Zuckerberg s control is finally coming in the form of a to member Oversight Board that will review appeals to its policy decisions like content takedowns and make recommendations for changes Today Facebook released th,Policy_14-24
335,Nick Mulvenney,Australia prime minister joins transgender policy backlash,Cricket Australia CA have come under fire for a new policy aimed at making the sport inclusive for transgender and gender diverse players with Prime Minister Scott Morrison describing it as heavy handed and mystifying on Friday,Policy_14-24
336,Grace Huckins,Trans People s Mental Health Is Being Weaponized Against Them,A proposed emergency rule in Missouri directly attacked the medical autonomy of trans adults,Policy_14-24
337,Sarah Perez,Twitch updates its hateful content and harassment policy after company called out for its own abuses,Following several reports of a toxic workplace and abuse this year Twitch today announced the introduction of a new hateful content and harassment policy for its streamer community that will go into effect on Jan Under the updated guidelines Twit,Policy_14-24
338,Emily Price,Request Your Data From Over Different Sites Using This Service,Almost every service you use on the web that involves a username and password is in some ways collecting information about you In some cases that info might just be your email and a few identifying data points like your age or gender In others cough F,Policy_14-24
339,Christine Fisher,YouTube will amplify Black creators with a million fund,In an attempt to amplify Black voices and perspectives YouTube is creating a million multi year fund dedicated to Black creators artists and their stories It s not clear exactly how that money will be spent but YouTube plans to elevate content l,Policy_14-24
340,https www facebook com bbcnews,EU increases pressure on Hungary over LGBT law,Hungary s new law bans the depiction or promotion of homosexuality and gender change to under s,Policy_14-24
341,Andrew Chung,U S Supreme Court rejects challenge to transgender student accommodations Reuters,The U S Supreme Court on Monday preserved an Oregon public school district s policy of accommodating transgender students rejecting an appeal challenging a policy that let students use bathrooms and locker rooms that correspond to their gender identity,Policy_14-24
342,Chase DiBenedetto,women leaders on what gender equality means to them,This year marks the th anniversary of the passage of the th amendment a major milestone in the fight for gender based equality But the early women s suffrage movement failed in many ways erasing the work of Black suffragists and leaving room for the c,Policy_14-24
343,Ryan Browne,Transgender recruits must be stable in their new gender for months Pentagon says,The US military has issued new guidance on how transgender individuals will be admitted to the armed services in the new year,Policy_14-24
344,Jon Fingas,OkCupid s dating profiles will soon push for a real name,OkCupid is clearly eager to cast off many dating site traditions Next on the chopping block usernames The service has announced that it will require real first names in dating profiles in a tweet it said You do not need to use your government name or e,Policy_14-24
345,Sarah Wells,Spotify becomes the latest tech platform to reject Alex Jones,Yesterday Spotify became the third tech platform in just over a week to take a stance on Alex Jones s controversial far right and conspiracy theorist content The streaming service removed several Infowars podcast episodes due to their violation of the polic,Policy_14-24
346,Shannon Liao,League of Legends maker Riot Games is sued for gender based discrimination,One current and one former employee are suing Riot Games in a class action lawsuit citing gender based discrimination sexual harassment and unequal pay The lawsuit was first reported by Kotaku Accusations against Riot Games which is best known for making,Policy_14-24
347,Siobhan Neela Stock,Gender bias online is as harmful as ever Here are a few ways to fight back,While not a new problem online gender bias remains pernicious and pervasive Combating it is tricky Consider the social media harassment that target s women s bodies Or online images that overrepresent women as librarians and nurses and underrepresent them,Policy_14-24
348,Josh Ocampo,How the New Supreme Court Discrimination Case Could Affect LGBTQ Workers,On Monday the Supreme Court agreed to review discrimination cases of three LGBTQ employees in the workplace a pivotal decision that could very well result in the changing of protections for LGBTQ workers across the country What hangs in the balance And whe,Policy_14-24
349,Nicole Lee,Facebook publishes its community standards playbook,Facebook has had community standards for awhile now but it hasn t always been clear on what is or isn t allowed on its platform And sometimes this has led to some serious confusion Last year ProPublica unearthed a Facebook internal training document that,Policy_14-24
350,William Scarborough Danny Lambouths III Allyson Holbrook,Who Supports Diversity Policies It Depends on the Policy,A survey of workers breaks down attitudes by race and gender,Policy_14-24
351,Sage Anderson,Mara Keisling wants everyone to know the impact of trans inclusion in LGBTQ public policy,Every day of Pride Month Mashable will be sharing illuminating conversations with members of the LGBTQ community who are making history right now When there is a need in a community when the voice of a certain group isn t being heard sometimes you have to,Policy_14-24
352,Siobhan Neela Stock,Kickstarter greenlights a monster shaped gender inclusive sex toy,In a rare move Kickstarter will feature a sex toy The sex toy brand Cute Little Fuckers CLF will get its very own campaign on the crowdfunding platform on Tuesday The company has already released three gender inclusive sex toys shaped like monsters and,Policy_14-24
353,Megan Rose Dickey,Pinterest says it will adopt workplace culture recommendations,Pinterest has committed to adopting the recommendations from its special committee of the Board of Directors the company wrote in a blog post today The committee formed earlier this year in June shortly after two former employees Ifeoma Ozoma and Aerica S,Policy_14-24
354,Igor Bonifacic,Nintendo Japan will offer benefits to employees in same sex unions,Nintendo Japan will provide employees in same sex domestic partnerships with the same benefits it offers to those in heterosexual unions even though Japanese law does not currently recognize gay marriages The company announced the policy in a July th upda,Policy_14-24
355,Natasha Lomas,Facebook s ad system shown failing to enforce its own anti discriminatory policy,Results from a new ProPublica investigation suggest the tech giant is failing at even simple self policing Read More,Policy_14-24
356,Rita Liao,Boss of Chinese gaming titan NetEase calls for shared parental leave,China s relaxation of its one child restriction has not delivered the population targets set by its policy planners In the birth rate in China slumped to a seven decade low which experts attribute to changes in social attitudes skyrocketing living co,Policy_14-24
357,Melissa Mahtani CNN,Post pandemic plans Five ways to make a gender equal recovery a reality,Across every sphere from health to the economy security to social protection the impacts of COVID are exacerbated for women and girls simply by virtue of their sex,Policy_14-24
358,Gabriella Borter,Trump says transgender policy seeks to protect the country,U S President Donald Trump said on Monday that transgender issues were in flux and he aims to protect the country after a report that his administration was considering defining gender as male or female based on genitalia at birth drew widespread condemnatio,Policy_14-24
359,Michelle Woo on Offspring shared by Michelle Woo to Lifehacker,What Parents Need to Know About Musical ly,A dad named Jack R says just about every week his year old son asks if he can use the app Musical ly His son s best friend has been telling him that everyone at school has an account After hearing the kid beg all summer Jack finally decided to download,Policy_14-24
360,https www facebook com bbcnews,NFL cheerleader claims she was fired over Instagram photo,Bailey Davis filed a federal complaint accusing the New Orleans football team of gender discrimination,Policy_14-24
361,Alieza Durana and Haley Swenson,For gender equality at work seeing is believing,Recent research looking at whether men or women show up in pictures in online searches for particular jobs revealed troubling results Alieza Durana and Haley Swenson explain why gender inequality in online images of work and workers is such a problem,Policy_14-24
362,Alyse Stanley,Twitch Finally Adds Content Tags for Transgender Black and Other Communities,Starting next week Twitch is adding more than new community tags to its streaming platform related to gender sexual orientation race nationality ability mental health and other categories the company said in a blog post Friday Read more,Policy_14-24
363,https www facebook com bbcnews,Court rules North Carolina school skirt requirement unconstitutional,The school argued its policy would promote girls as fragile vessels to be treated gently,Policy_14-24
364,Nate Raymond,Frats sororities say case over Harvard same gender club ban isn t over Reuters com,Lawyers for a group of fraternities and sororities on Tuesday said Harvard s decision to stop sanctioning students who joined single gender social clubs does not end their lawsuit alleging the school s policy discriminated on the basis of sex,Policy_14-24
365,Emma Roth,Microsoft will amp up its anti harassment rules after investigation following Gates affair,Microsoft is implementing new sexual harassment and discrimination policies following recommendations from ArentFox Schiff the law firm it hired to evaluate the company s practices,Policy_14-24
366,Rachel Thompson,This campaign wants UK politicians to wake up to the dangers of the gender data gap,The real world ramifications of the gender data gap are all around us all the time From the size of the phone currently in your palm to the temperature of the office you re sitting in to the way your car has been built to the way the medicine you take ha,Policy_14-24
367,Morgan Sung,Katie Hopkins is permanently banned from Twitter,Far right instigator Katie Hopkins is permanently banned from Twitter for violating the company s hateful conduct policy Hopkins who has been retweeted by Donald Trump several times is known for her extreme views on immigration and other social issues Sh,Policy_14-24
368,Will Shanklin,Vrbo s Super Bowl risk scores are basically pre crime for house parties,As the Super Bowl approaches Airbnb rival Vrbo announced its use of unauthorized event prevention technology algorithms that try to avoid house parties at rental properties Similar to a credit system the tech generates a risk score for each booking giv,Policy_14-24
369,https www facebook com bbcnews,China hints at three child policy with happy family stamps,There is widespread speculation that China s Year of the Pig stamps hint at a loosening of the two child policy,Policy_14-24
370,Tom McKay,Facebook Loses Only Fact Checking Partner in the Netherlands Over Lies in Political Ads,Facebook has lost its only fact checking partner in the Netherlands Dutch digital newspaper NU nl over its policy of allowing politicians to openly lie in ads on the platform according to an article on NPO Read more,Policy_14-24
371,David Riggs,Discovering that deckhands make great waiters and why this matters,Breakthroughs in HR tech are not only giving employers game changing tools with which to enhance processes and attract the best talent they re also solving longstanding labor gremlins such as gender pay parity and blind hiring,Policy_14-24
372,Piper McDaniel,Trans And Nonbinary Candidates Set Record Wins In Red And Blue States,In transgender candidates continued to win elections In Kansas one winner Stephanie Byers says voters seemed more concerned with her policy than with her gender identity,Policy_14-24
373,Dell Cameron,Civil Rights Groups Mostly Unimpressed by New Twitter Policy Against Dehumanizing Language,Civil rights organizations were somehow both pleased and exasperated with Twitter on Tuesday after the social network announced the latest update to its rules against hateful conduct a change characterized by the New York Times which first broke the new,Policy_14-24
374,Joe Hernandez,A Virginia Teacher Was Put On Leave After Opposing A New Policy For Trans Students,The policy would allow transgender and gender expansive students to use their preferred names and pronouns without substantiating evidence The teacher said doing so violates his religious beliefs,Policy_14-24
375,https www facebook com bbcnews,Trans US veterans to be offered gender surgery for first time,Veterans Affairs officials announce they will cover surgery for trans veterans for the first time,Policy_14-24
376,By Scottie Andrew CNN,A Tennessee law requiring some businesses to post transgender bathroom notices has been blocked by a federal judge,A federal judge has blocked a law in Tennessee that would require some businesses to post signs outside their doors if they allow transgender or nonbinary customers to use the bathroom that corresponds with their gender identity,Policy_14-24
377,Megan Rose Dickey,Human Capital Ex Pinterest employees who alleged discrimination say no progress has been made,This was quite the week for Pinterest and not in a good way While the company settled the gender discrimination lawsuit brought forth by its former COO the hefty million settlement highlighted some of the tech industry s inequities Meanwhile Airbnb,Policy_14-24
378,Catherine Shu,Twitter removes verified checkmarks from several white supremacists profiles,A few hours after announcing a review of its verification program Twitter began revoking the verified status of some accounts White supremacists Richard Spencer and Jason Kessler are among the users who no longer have a blue checkmark displayed on their pro,Policy_14-24
379,Chase DiBenedetto,tweets that highlight actions you can take on Latina Equal Pay Day,Latina Equal Pay Day which marks how far into the year Latina women have to work in order to earn what white non Latino men made in falls on Oct this year Using the LatinaEqualPay and Trabajadoras hashtags Twitter users highlighted the need fo,Policy_14-24
380,Melanie Ehrenkranz,Honestly Facebook s Coworker Dating Rule Seems Extremely Reasonable,A dating policy instituted by Facebook can be best boiled down to this take the L According to a Wall Street Journal report the company has a rule that employees can only ask out a colleague once and if rebuffed cannot ask them out again Read more,Policy_14-24
381,Devan Cole CNN,Kentucky s Democratic governor vetoes anti trans sports ban,Kentucky Gov Andy Beshear on Wednesday vetoed a bill that would have prohibited transgender women and girls from competing on sports teams consistent with their gender at public and private schools in the state,Policy_14-24
382,Rachel Thompson,The UK just took an important step in making blood donation more inclusive,Rules are changing in the UK meaning more gay and bisexual men will be able to donate blood The government s adjusted rules which will be rolled out across the UK mean that gay and bisexual men in long term relationships will be able to donate blood Until,Policy_14-24
